Recipe_id,Region,Sub_region,Continent,"Carbohydrate, by difference (g)",Energy (kcal),Protein (g),Total lipid (fat) (g)
2956,Chinese and Mongolian,Chinese,Asian,30.0123,723.4039,78.5006,31.5122
2957,Chinese and Mongolian,Chinese,Asian,21.4474,2212.168,94.4624,192.4817
2958,Chinese and Mongolian,Chinese,Asian,9.9491,196.53,19.7818,7.931
2959,Chinese and Mongolian,Chinese,Asian,45.5094,934.6099,108.323,38.5635
2960,Chinese and Mongolian,Chinese,Asian,33.7493,520.1382,46.8331,22.1043
2961,Chinese and Mongolian,Chinese,Asian,21.4244,544.5729,45.8777,31.487
2962,Chinese and Mongolian,Chinese,Asian,14.1638,2236.8402,165.1669,167.328
2963,Chinese and Mongolian,Chinese,Asian,24.6012,1082.1518,111.6665,56.2499
2964,Chinese and Mongolian,Chinese,Asian,773.5693,3501.8996,112.9007,14.1313
2965,Chinese and Mongolian,Chinese,Asian,116.2903,3142.7783,162.3633,221.1656
2966,Chinese and Mongolian,Chinese,Asian,12.9254,294.32,33.3792,11.1594
2967,Chinese and Mongolian,Chinese,Asian,40.2004,578.7616,95.393,3.3275
2968,Chinese and Mongolian,Chinese,Asian,84.5634,538.292,17.2244,14.3904
2969,Chinese and Mongolian,Chinese,Asian,24.3207,645.0186,59.362,34.3973
2970,Chinese and Mongolian,Chinese,Asian,24.4524,232.252,4.1322,15.6022
2971,Chinese and Mongolian,Chinese,Asian,10.1522,226.155,9.8538,18.1526
2972,Chinese and Mongolian,Chinese,Asian,34.7195,6567.3812,137.5116,656.1785
2973,Chinese and Mongolian,Chinese,Asian,20.3388,620.5447,63.7413,35.2304
2974,Chinese and Mongolian,Chinese,Asian,36.8584,1126.0455,78.6642,72.91
2975,Chinese and Mongolian,Chinese,Asian,76.613,1577.9312,207.2104,47.8938
2976,Chinese and Mongolian,Chinese,Asian,1.457,137.3238,24.2014,3.4143
2977,Chinese and Mongolian,Chinese,Asian,85.423,4336.458,650.9973,133.7622
2978,Chinese and Mongolian,Chinese,Asian,148.5084,1346.9949,95.5284,42.4907
2979,Chinese and Mongolian,Chinese,Asian,55.422,554.82,32.5068,21.046
2980,Chinese and Mongolian,Chinese,Asian,49.6776,2870.0052,260.3263,173.5369
2981,Chinese and Mongolian,Chinese,Asian,13.862,745.568,128.9616,16.5407
2982,Chinese and Mongolian,Chinese,Asian,139.1816,8672.9551,82.9734,898.7552
2983,Chinese and Mongolian,Chinese,Asian,130.4618,4610.745,29.9532,461.7785
2984,Chinese and Mongolian,Chinese,Asian,41.5988,799.0615,69.2552,38.8879
2985,Chinese and Mongolian,Chinese,Asian,2.0377,126.817,0.3444,13.7668
2986,Chinese and Mongolian,Chinese,Asian,209.8187,2507.5,54.52,177.171
2987,Chinese and Mongolian,Chinese,Asian,92.2214,2756.6533,19.3862,265.5747
2988,Chinese and Mongolian,Chinese,Asian,14.187,545.998,2.6048,54.5824
2989,Chinese and Mongolian,Chinese,Asian,434.7946,3811.7834,111.8757,231.6352
2990,Chinese and Mongolian,Chinese,Asian,82.7047,2345.46,70.2244,192.3344
2991,Chinese and Mongolian,Chinese,Asian,0.3677,11.3882,0.0597,1.1437
2992,Chinese and Mongolian,Chinese,Asian,57.5716,381.328,4.6324,15.4586
2993,Chinese and Mongolian,Chinese,Asian,11.7155,797.8355,54.0508,58.2964
2994,Chinese and Mongolian,Chinese,Asian,121.0406,1235.7062,8.4565,85.8039
2995,Chinese and Mongolian,Chinese,Asian,59.907,1093.0152,113.923,43.7969
2996,Chinese and Mongolian,Chinese,Asian,7.5443,274.4328,2.3952,27.6655
2997,Chinese and Mongolian,Chinese,Asian,220.3758,1635.9062,15.4339,85.8933
2998,Chinese and Mongolian,Chinese,Asian,158.8053,1309.8807,113.6422,21.5835
2999,Chinese and Mongolian,Chinese,Asian,50.2973,212.172,3.5973,0.0564
3000,Chinese and Mongolian,Chinese,Asian,40.129,525.3111,24.1744,29.6941
3001,Chinese and Mongolian,Chinese,Asian,36.4613,189.1,6.5222,8.5373
3002,Chinese and Mongolian,Chinese,Asian,5.2776,199.848,0.9252,20.49
3003,Chinese and Mongolian,Chinese,Asian,130.3531,984.74,23.5964,43.8873
3004,Chinese and Mongolian,Chinese,Asian,17.5334,2709.0855,554.3928,33.0846
3005,Chinese and Mongolian,Chinese,Asian,232.0601,1224.313,11.4124,29.8518
3006,Chinese and Mongolian,Chinese,Asian,343.3709,2074.395,72.646,47.7562
3007,Chinese and Mongolian,Chinese,Asian,34.8016,600.4949,18.0735,48.6467
3008,Chinese and Mongolian,Chinese,Asian,0,469.79,0,54.5
3009,Chinese and Mongolian,Chinese,Asian,26.1584,353.4633,52.5816,3.9885
3010,Chinese and Mongolian,Chinese,Asian,31.191,4137.6895,68.9312,415.6094
3011,Chinese and Mongolian,Chinese,Asian,119.3093,2664.985,13.6352,245.1492
3012,Chinese and Mongolian,Chinese,Asian,40.7513,1720.7775,32.9742,168.5587
3013,Chinese and Mongolian,Chinese,Asian,0,0,0,0
3014,Chinese and Mongolian,Chinese,Asian,47.1514,226.6744,11.7198,1.862
3015,Chinese and Mongolian,Chinese,Asian,34.894,622.4005,26.3581,43.3215
3016,Chinese and Mongolian,Chinese,Asian,423.8471,4312.9856,74.4739,268.0741
3017,Chinese and Mongolian,Chinese,Asian,37.5292,398.892,6.4643,27.7879
3018,Chinese and Mongolian,Chinese,Asian,1.108,46,0.458,4.768
3019,Chinese and Mongolian,Chinese,Asian,8.5119,168.005,4.2984,13.762
3020,Chinese and Mongolian,Chinese,Asian,200.32,95196.36,6.28,10673.755
3021,Chinese and Mongolian,Chinese,Asian,22.6539,864.4065,47.5586,66.1529
3022,Chinese and Mongolian,Chinese,Asian,14.1043,433.3343,2.4526,41.9134
3023,Chinese and Mongolian,Chinese,Asian,11.2252,176.189,3.9921,14.0636
3024,Chinese and Mongolian,Chinese,Asian,573.9646,3776.2,50.4797,141.7976
3025,Chinese and Mongolian,Chinese,Asian,11.6632,148.84,7.686,7.9788
3026,Chinese and Mongolian,Chinese,Asian,29.8486,790.3868,44.9113,55.6393
3027,Chinese and Mongolian,Chinese,Asian,228.5882,2999.0083,10.1364,233.2721
3028,Chinese and Mongolian,Chinese,Asian,369.8563,1603.275,34.4329,5.21
3029,Chinese and Mongolian,Chinese,Asian,150.8015,739.26,11.529,11.9682
3030,Chinese and Mongolian,Chinese,Asian,10.4398,567.1676,90.8714,15.9099
3031,Chinese and Mongolian,Chinese,Asian,152.9121,985.82,19.4498,33.6581
3032,Chinese and Mongolian,Chinese,Asian,413.0987,2141.629,54.531,30.2973
3033,Chinese and Mongolian,Chinese,Asian,16.2731,82.062,4.2984,0.162
3034,Chinese and Mongolian,Chinese,Asian,514.8127,3422.312,91.0853,110.7476
3035,Chinese and Mongolian,Chinese,Asian,73.2638,627.126,30.252,24.0486
3036,Chinese and Mongolian,Chinese,Asian,22.1611,189.475,7.686,7.9788
3037,Chinese and Mongolian,Chinese,Asian,255.8665,1448.706,7.2998,47.0155
3038,Chinese and Mongolian,Chinese,Asian,29.0808,248.0502,7.49,14.1748
3039,Chinese and Mongolian,Chinese,Asian,118.0967,483.8945,6.9266,0.4342
3040,Chinese and Mongolian,Chinese,Asian,385.4753,2230.032,76.2095,58.7577
3041,Chinese and Mongolian,Chinese,Asian,174.5234,902.165,15.372,15.9576
3042,Chinese and Mongolian,Chinese,Asian,833.9126,3828.5068,44.0307,59.3222
3043,Chinese and Mongolian,Chinese,Asian,0,522.8076,89.7602,15.7667
3044,Chinese and Mongolian,Chinese,Asian,6.0427,547.5936,90.3148,15.9351
3045,Chinese and Mongolian,Chinese,Asian,259.7294,2666.5396,133.1501,117.1806
3046,Chinese and Mongolian,Chinese,Asian,76.7722,399.1916,8.4322,8.0676
3047,Chinese and Mongolian,Chinese,Asian,,,,
3048,Chinese and Mongolian,Chinese,Asian,26.75,274.98,19.297,11.6946
3049,Chinese and Mongolian,Chinese,Asian,333.9862,1952.249,47.5742,51.292
3050,Chinese and Mongolian,Chinese,Asian,633.746,3572.9582,29.4879,116.1437
3051,Chinese and Mongolian,Chinese,Asian,143.2128,560.057,1.1626,0.3257
3052,Chinese and Mongolian,Chinese,Asian,98.7694,647.08,4.2454,29.2502
3053,Chinese and Mongolian,Chinese,Asian,21.2875,1131.9508,30.4621,105.1612
3054,Chinese and Mongolian,Chinese,Asian,9.0112,2280.5449,166.3305,171.8781
3055,Chinese and Mongolian,Chinese,Asian,30.0166,2747.8914,246.2319,175.4111
3056,Chinese and Mongolian,Chinese,Asian,25.1309,536.9807,99.9662,4.0202
3057,Chinese and Mongolian,Chinese,Asian,7.7457,1518.005,33.6191,152.4967
3058,Chinese and Mongolian,Chinese,Asian,40.5196,4504.1623,401.0905,292.1807
3059,Chinese and Mongolian,Chinese,Asian,35.998,1697.4169,144.7644,105.807
3060,Chinese and Mongolian,Chinese,Asian,16.8674,2243.048,80.8242,205.8587
3061,Chinese and Mongolian,Chinese,Asian,3.6688,580.48,51.5424,38.1312
3062,Chinese and Mongolian,Chinese,Asian,3.6486,138.182,1.7132,13.7262
3063,Chinese and Mongolian,Chinese,Asian,16.4382,821.5507,76.1212,49.8307
3064,Chinese and Mongolian,Chinese,Asian,0,0,0,0
3065,Chinese and Mongolian,Chinese,Asian,25.6776,3346.303,295.7894,236.3882
3066,Chinese and Mongolian,Chinese,Asian,94.325,3212.3209,110.4922,268.8077
3067,Chinese and Mongolian,Chinese,Asian,0.4011,441.5976,87.7788,7.0021
3068,Chinese and Mongolian,Chinese,Asian,19.5938,1483.1615,48.9486,132.9861
3069,Chinese and Mongolian,Chinese,Asian,8.575,1148.9694,82.9539,84.3478
3070,Chinese and Mongolian,Chinese,Asian,87.2526,763.8062,21.7767,36.0183
3071,Chinese and Mongolian,Chinese,Asian,16.9243,570.9767,23.2245,44.6001
3072,Chinese and Mongolian,Chinese,Asian,138.4876,8946.9511,74.0854,920.7987
3073,Chinese and Mongolian,Chinese,Asian,14.1833,597.72,30.8231,46.0793
3074,Chinese and Mongolian,Chinese,Asian,1.8386,865.3115,32.8503,79.63
3075,Chinese and Mongolian,Chinese,Asian,65.956,1085.1619,116.9651,42.6872
3076,Chinese and Mongolian,Chinese,Asian,92.324,1504.6442,198.7528,33.817
3077,Chinese and Mongolian,Chinese,Asian,4.0033,434.1098,48.9582,23.6265
3078,Chinese and Mongolian,Chinese,Asian,11.0328,239.6575,11.3633,16.3994
3079,Chinese and Mongolian,Chinese,Asian,165.6362,1217.5242,99.3365,17.4561
3080,Chinese and Mongolian,Chinese,Asian,117.1208,1821.2185,52.564,127.5001
3081,Chinese and Mongolian,Chinese,Asian,73.8564,3162.9448,588.1168,44.6713
3082,Chinese and Mongolian,Chinese,Asian,3.1429,2823.3898,67.1904,282.1126
3083,Chinese and Mongolian,Chinese,Asian,16.1561,954.938,40.9049,80.5068
3084,Chinese and Mongolian,Chinese,Asian,50.8533,2808.8855,49.4634,268.1668
3085,Chinese and Mongolian,Chinese,Asian,22.7871,2111.7463,109.6434,172.8104
3086,Chinese and Mongolian,Chinese,Asian,69.0928,1196.9898,50.304,81.8124
3087,Chinese and Mongolian,Chinese,Asian,27.5196,1167.669,41.3227,100.1447
3088,Chinese and Mongolian,Chinese,Asian,24.05,1379.0505,73.2904,107.8941
3089,Chinese and Mongolian,Chinese,Asian,29.7862,4115.7659,450.1852,233.6689
3090,Chinese and Mongolian,Chinese,Asian,26.8589,626.7479,23.1155,50.0891
3091,Chinese and Mongolian,Chinese,Asian,1058.7611,5208.664,171.5157,32.8712
3092,Chinese and Mongolian,Chinese,Asian,8.0987,1306.725,33.5552,127.5905
3093,Chinese and Mongolian,Chinese,Asian,618.2773,3220.9642,111.029,25.002
3094,Chinese and Mongolian,Chinese,Asian,34.4004,2253.4843,129.5218,174.1538
3095,Chinese and Mongolian,Chinese,Asian,135.0778,1511.2434,119.5101,52.8792
3096,Chinese and Mongolian,Chinese,Asian,6.8944,1089.785,62.0208,92.639
3097,Chinese and Mongolian,Chinese,Asian,33.8542,650.5785,33.9274,42.2928
3098,Chinese and Mongolian,Chinese,Asian,28.2863,922.0548,83.2966,54.8566
3099,Chinese and Mongolian,Chinese,Asian,5.4362,2661.334,102.9375,244.028
3100,Chinese and Mongolian,Chinese,Asian,3.091,992.062,33.2031,93.275
3101,Chinese and Mongolian,Chinese,Asian,26.1271,1499.2354,75.5876,121.5042
3102,Chinese and Mongolian,Chinese,Asian,10.3468,3574.732,64.6226,361.2824
3103,Chinese and Mongolian,Chinese,Asian,38.9081,871.7209,67.9904,52.2099
3104,Chinese and Mongolian,Chinese,Asian,276.672,1576.7317,69.0363,19.4119
3105,Chinese and Mongolian,Chinese,Asian,18.8915,2190.6538,430.88,32.1397
3106,Chinese and Mongolian,Chinese,Asian,91.9642,1555.226,51.0564,106.8302
3107,Chinese and Mongolian,Chinese,Asian,8.9456,1334.507,20.4004,138.1774
3108,Chinese and Mongolian,Chinese,Asian,100.7093,5231.5038,102.408,500.4608
3109,Chinese and Mongolian,Chinese,Asian,52.6953,1248.0932,70.1847,87.901
3110,Chinese and Mongolian,Chinese,Asian,48.488,1639.173,70.8165,134.565
3111,Chinese and Mongolian,Chinese,Asian,14.1056,70.4,1.0592,1.0848
3112,Chinese and Mongolian,Chinese,Asian,16.0213,1428.3547,116.1917,101.4548
3113,Chinese and Mongolian,Chinese,Asian,86.7658,5440.0922,289.2906,429.0377
3114,Chinese and Mongolian,Chinese,Asian,122.886,578.6975,17.6872,4.037
3115,Chinese and Mongolian,Chinese,Asian,60.5682,1190.3562,167.2946,31.218
3116,Chinese and Mongolian,Chinese,Asian,1.9836,1953.156,63.4774,186.1075
3117,Chinese and Mongolian,Chinese,Asian,78.7613,2030.4922,95.9007,151.9761
3118,Chinese and Mongolian,Chinese,Asian,11.3312,714.3032,46.7276,52.0718
3119,Chinese and Mongolian,Chinese,Asian,1.4407,634.9028,61.75,42.3748
3120,Chinese and Mongolian,Chinese,Asian,72.9054,1234.0192,92.3983,62.0459
3121,Chinese and Mongolian,Chinese,Asian,30.6264,749.7039,137.964,4.6987
3122,Chinese and Mongolian,Chinese,Asian,9.9077,3957.202,75.3337,409.7049
3123,Chinese and Mongolian,Chinese,Asian,68.2309,4436.7476,92.365,438.4491
3124,Chinese and Mongolian,Chinese,Asian,3.1841,1936.7463,53.6274,190.5972
3125,Chinese and Mongolian,Chinese,Asian,12.0171,194.4142,6.6376,14.2323
3126,Chinese and Mongolian,Chinese,Asian,20.0052,541.4838,89.1755,9.6101
3127,Chinese and Mongolian,Chinese,Asian,199.2805,1256.462,50.8629,25.9943
3128,Chinese and Mongolian,Chinese,Asian,135.1013,4056.5742,106.0663,356.3124
3129,Chinese and Mongolian,Chinese,Asian,2.8882,620.5076,91.3464,24.9875
3130,Chinese and Mongolian,Chinese,Asian,10.869,458.7295,70.63,15.582
3131,Chinese and Mongolian,Chinese,Asian,23.9256,801.8342,104.6816,32.167
3132,Chinese and Mongolian,Chinese,Asian,18.1346,722.5589,133.9253,10.4715
3133,Chinese and Mongolian,Chinese,Asian,57.8011,5852.3409,249.2958,513.7632
3134,Chinese and Mongolian,Chinese,Asian,49.633,1070.7587,84.1429,58.31
3135,Chinese and Mongolian,Chinese,Asian,6.2857,537.365,10.3785,55.2268
3136,Chinese and Mongolian,Chinese,Asian,14.239,553.6712,93.7388,12.0927
3137,Chinese and Mongolian,Chinese,Asian,21.3012,767.0672,100.7152,31.87
3138,Chinese and Mongolian,Chinese,Asian,6.5366,39.31,3.5588,0.2574
3139,Chinese and Mongolian,Chinese,Asian,28.6116,942.566,2.0763,95.6679
3140,Chinese and Mongolian,Chinese,Asian,27.252,1611.276,50.983,144.9127
3141,Chinese and Mongolian,Chinese,Asian,35.3624,1999.3321,380.1095,30.6968
3142,Chinese and Mongolian,Chinese,Asian,8.8616,679.4716,91.2104,30.1641
3143,Chinese and Mongolian,Chinese,Asian,73.2562,4518.5382,95.1548,436.1894
3144,Chinese and Mongolian,Chinese,Asian,50.9764,469.759,9.4032,28.2691
3145,Chinese and Mongolian,Chinese,Asian,22.127,739.6966,92.7104,29.7893
3146,Chinese and Mongolian,Chinese,Asian,26.061,527.6287,68.4269,15.6709
3147,Chinese and Mongolian,Chinese,Asian,4.8158,1017.6357,108.732,62.6944
3148,Chinese and Mongolian,Chinese,Asian,46.3973,2038.6957,218.0252,107.0203
3149,Chinese and Mongolian,Chinese,Asian,9.4495,734.294,47.6578,56.3899
3150,Chinese and Mongolian,Chinese,Asian,71.1568,1926.6681,89.4052,146.8491
3151,Chinese and Mongolian,Chinese,Asian,93.9952,547.5402,11.0717,15.6353
3152,Chinese and Mongolian,Chinese,Asian,35.7962,847.751,106.8933,31.8266
3153,Chinese and Mongolian,Chinese,Asian,38.0079,1824.7542,79.7763,152.7399
3154,Chinese and Mongolian,Chinese,Asian,263.4284,1472.4121,29.9484,35.0425
3155,Chinese and Mongolian,Chinese,Asian,298.0983,1718.174,49.2378,34.0226
3156,Chinese and Mongolian,Chinese,Asian,61.3486,1225.4842,103.8016,62.7099
3157,Chinese and Mongolian,Chinese,Asian,32.0405,1364.9545,121.6032,88.3514
3158,Chinese and Mongolian,Chinese,Asian,241.8093,1719.921,48.9814,63.8532
3159,Chinese and Mongolian,Chinese,Asian,4.428,256.807,0.8417,27.6336
3160,Chinese and Mongolian,Chinese,Asian,123.5014,563.7773,0.7964,6.9123
3161,Chinese and Mongolian,Chinese,Asian,0.7888,228.6867,23.7424,14.1579
3162,Chinese and Mongolian,Chinese,Asian,217.7453,1603.7213,115.2509,29.66
3163,Chinese and Mongolian,Chinese,Asian,50.1029,594.351,7.9137,42.4861
3164,Chinese and Mongolian,Chinese,Asian,307.2704,1642.6512,29.9503,30.056
3165,Chinese and Mongolian,Chinese,Asian,75.4424,1219.5885,115.5248,54.4272
3166,Chinese and Mongolian,Chinese,Asian,7.072,1276.0128,200.0484,45.6961
3167,Chinese and Mongolian,Chinese,Asian,22.6033,1070.382,34.3369,93.9424
3168,Chinese and Mongolian,Chinese,Asian,31.4546,159.9529,7.638,2.2367
3169,Chinese and Mongolian,Chinese,Asian,14.6963,301.32,1.1973,27.3085
3170,Thai,Thai,Asian,70.315,2478.4982,96.3944,211.879
3171,Thai,Thai,Asian,48.4704,1048.1277,15.3467,95.9863
3172,Thai,Thai,Asian,373.3058,3170.2477,81.7657,162.0008
3173,Thai,Thai,Asian,50.2166,1903.3288,63.9091,173.0239
3174,Thai,Thai,Asian,71.2465,6289.5971,115.2456,632.5066
3175,Thai,Thai,Asian,104.0509,3472.72,169.3883,285.345
3176,Thai,Thai,Asian,175.5956,2973.5342,38.9202,257.6554
3177,Thai,Thai,Asian,155.9318,1704.154,41.4053,113.5149
3178,Thai,Thai,Asian,134.5504,2451.4007,121.2586,176.4804
3179,Thai,Thai,Asian,181.352,1278.5419,34.6655,58.9609
3180,Thai,Thai,Asian,108.7826,673.9169,27.5998,13.4174
3181,Thai,Thai,Asian,36.8958,315.4671,21.8925,9.2423
3182,Thai,Thai,Asian,110.0884,5349.5067,358.977,395.4146
3183,Thai,Thai,Asian,65.1669,436.2246,31.6963,7.9681
3184,Thai,Thai,Asian,24.7226,150.8705,16.5807,1.9991
3185,Thai,Thai,Asian,303.9658,1741.8733,106.2984,5.0927
3186,Thai,Thai,Asian,51.2192,446.335,34.5206,12.922
3187,Thai,Thai,Asian,107.4675,3260.1447,126.021,283.3176
3188,Thai,Thai,Asian,76.3382,1913.1177,190.838,99.1384
3189,Thai,Thai,Asian,51.7028,2474.3753,97.4326,221.5979
3190,Thai,Thai,Asian,5.9855,219.2453,46.5429,1.175
3191,Thai,Thai,Asian,36.6387,177.3636,8.5671,2.3451
3192,Thai,Thai,Asian,75.9455,922.015,64.5288,43.7135
3193,Thai,Thai,Asian,33.0817,503.8292,12.9365,37.3948
3194,Thai,Thai,Asian,35.6021,2688.1422,152.777,216.7224
3195,Thai,Thai,Asian,324.0266,2357.0149,91.2277,90.2515
3196,Thai,Thai,Asian,32.9699,787.7502,39.4027,60.479
3197,Thai,Thai,Asian,60.2163,1217.025,49.1618,97.4553
3198,Thai,Thai,Asian,42.6076,1176.8322,15.5437,115.2171
3199,Thai,Thai,Asian,57.384,1526.5939,144.5878,81.5983
3200,Thai,Thai,Asian,33.4402,1367.7938,98.6587,97.2158
3201,Thai,Thai,Asian,123.732,1872.0067,50.2504,137.478
3202,Thai,Thai,Asian,30.3672,1544.9155,105.998,116.4022
3203,Thai,Thai,Asian,7.7477,546.1072,27.1909,48.4689
3204,Thai,Thai,Asian,12.4771,424.4442,6.1249,41.3267
3205,Thai,Thai,Asian,24.2677,580.8163,58.3204,29.8578
3206,Thai,Thai,Asian,62.4062,517.9414,11.9054,28.6931
3207,Thai,Thai,Asian,36.8557,1126.041,104.2217,63.1245
3208,Thai,Thai,Asian,50.3888,1343.2787,88.6448,92.0639
3209,Thai,Thai,Asian,16.0252,527.544,18.042,47.3931
3210,Thai,Thai,Asian,18.6612,477.03,26.4771,36.6321
3211,Thai,Thai,Asian,49.065,1272.3634,60.2859,98.3175
3212,Thai,Thai,Asian,148.3815,3512.3755,154.9397,267.0853
3213,Thai,Thai,Asian,57.4297,2101.7328,110.3663,169.3616
3214,Thai,Thai,Asian,74.3372,2396.4036,193.938,145.9531
3215,Thai,Thai,Asian,238.3801,2299.0962,142.1749,97.7336
3216,Thai,Thai,Asian,68.1969,1309.841,44.8776,105.945
3217,Thai,Thai,Asian,26.8281,1114.8647,12.0729,113.5628
3218,Thai,Thai,Asian,128.4026,2873.3568,279.9638,136.8711
3219,Thai,Thai,Asian,167.8415,1863.5082,21.4304,127.8021
3220,Thai,Thai,Asian,784.5877,6913.2412,274.713,317.3205
3221,Thai,Thai,Asian,77.7594,2782.0073,49.9555,272.3116
3222,Thai,Thai,Asian,60.6687,1691.2097,91.4687,131.2661
3223,Thai,Thai,Asian,20.1691,1221.4025,202.2341,31.038
3224,Thai,Thai,Asian,32.903,779.6682,33.6307,60.3929
3225,Thai,Thai,Asian,55.045,2585.7675,91.9227,236.8133
3226,Thai,Thai,Asian,48.3083,1744.4495,86.2546,137.385
3227,Thai,Thai,Asian,55.045,2827.9433,83.0312,268.7184
3228,Thai,Thai,Asian,274.2329,1885.7912,24.5267,90.235
3229,Thai,Thai,Asian,72.9095,720.9745,26.2517,39.9284
3230,Thai,Thai,Asian,43.228,845.1827,56.8702,53.0683
3231,Thai,Thai,Asian,63.8197,1554.7388,91.3467,109.3265
3232,Thai,Thai,Asian,87.9019,1661.4484,92.603,117.0748
3233,Thai,Thai,Asian,107.155,717.3827,13.9462,31.3012
3234,Thai,Thai,Asian,17.2724,486.3239,39.1582,30.5728
3235,Thai,Thai,Asian,17.6502,4435.4283,370.9751,312.975
3236,Thai,Thai,Asian,69.8127,1383.767,99.5039,83.3189
3237,Thai,Thai,Asian,40.7986,1662.7224,17.449,171.5778
3238,Thai,Thai,Asian,56.7794,1362.0195,117.451,78.2089
3239,Thai,Thai,Asian,28.1893,704.5614,74.5843,35.4586
3240,Thai,Thai,Asian,11.3905,534.7562,13.0713,52.1288
3241,Thai,Thai,Asian,411.975,2556.0548,90.5582,57.4765
3242,Thai,Thai,Asian,64.7201,4946.4007,107.9391,475.9027
3243,Thai,Thai,Asian,236.8127,1487.55,26.1178,55.773
3244,Thai,Thai,Asian,101.8068,3323.4391,207.5935,248.2033
3245,Thai,Thai,Asian,91.6578,9100.3562,193.4381,891.2644
3246,Thai,Thai,Asian,150.0746,2850.4958,138.8161,201.7483
3247,Thai,Thai,Asian,30.6816,1251.6487,59.4323,104.5625
3248,Thai,Thai,Asian,74.5303,2020.6239,150.5953,129.9217
3249,Thai,Thai,Asian,281.7741,5241.1871,104.7777,449.2002
3250,Thai,Thai,Asian,142.7818,2601.3266,155.1622,171.1684
3251,Thai,Thai,Asian,407.9576,2942.186,88.7936,107.5055
3252,Thai,Thai,Asian,106.5952,1241.2832,34.1777,82.5559
